ImageName	TimePoint	DayAfterInduction
Image5D_bf3092_SPOT51.tif	16	d20
Image5D_bf3092_SPOT51.tif	17	d21
Image5D_bf3092_SPOT51.tif	18	d23
Image5D_bf3092_SPOT51.tif	19	d24
Image5D_bf3092_SPOT51.tif	20	d29
Image5D_bf3092_SPOT51.tif	21	d50
Image5D_bf3092_SPOT6.tif	1	d2
Image5D_bf3092_SPOT6.tif	2	d4
Image5D_bf3092_SPOT6.tif	3	d5
Image5D_bf3092_SPOT6.tif	4	d6
Image5D_bf3092_SPOT6.tif	5	d8
Image5D_bf3092_SPOT6.tif	6	d9
Image5D_bf3092_SPOT6.tif	7	d11
Image5D_bf3092_SPOT6.tif	8	d12
Image5D_bf3092_SPOT6.tif	9	d13
Image5D_bf3092_SPOT6.tif	10	d14
Image5D_bf3092_SPOT6.tif	11	d15
Image5D_bf3092_SPOT6.tif	12	d16
Image5D_bf3092_SPOT6.tif	13	d18
Image5D_bf3092_SPOT6.tif	14	d19
Image5D_bf3092_SPOT6.tif	15	d20
Image5D_bf3092_SPOT6.tif	16	d21
Image5D_bf3092_SPOT6.tif	17	d24
Image5D_bf3092_SPOT6.tif	18	d29
Image5D_bf3092_SPOT6.tif	19	d50
Image5D_bf3092_SPOT81.tif	1	d6
Image5D_bf3092_SPOT81.tif	2	d8
Image5D_bf3092_SPOT81.tif	3	d9
Image5D_bf3092_SPOT81.tif	4	d10
Image5D_bf3092_SPOT81.tif	5	d11
Image5D_bf3092_SPOT81.tif	6	d12
Image5D_bf3092_SPOT81.tif	7	d13
Image5D_bf3092_SPOT81.tif	8	d15
Image5D_bf3092_SPOT81.tif	9	d16
Image5D_bf3092_SPOT81.tif	10	d18
Image5D_bf3092_SPOT81.tif	11	d20
Image5D_bf3092_SPOT81.tif	12	d24
Image5D_bf3092_SPOT81.tif	13	d29
Image5D_bf3092_SPOT81.tif	14	d50
Image5D_bf3092_SPOT9.tif	1	d6
Image5D_bf3092_SPOT9.tif	2	d11
Image5D_bf3092_SPOT9.tif	3	d12
Image5D_bf3092_SPOT9.tif	4	d13
Image5D_bf3092_SPOT9.tif	5	d14
Image5D_bf3092_SPOT9.tif	6	d15
Image5D_bf3092_SPOT9.tif	7	d16
Image5D_bf3092_SPOT9.tif	8	d18
Image5D_bf3092_SPOT9.tif	9	d19
Image5D_bf3092_SPOT9.tif	10	d20
Image5D_bf3092_SPOT9.tif	11	d21
Image5D_bf3092_SPOT9.tif	12	d23
Image5D_bf3092_SPOT9.tif	13	d24
Image5D_bf3092_SPOT9.tif	14	d29
Image5D_bf3092_SPOT9.tif	15	d50
